X,Y,objectid,stop_id,stop_name,latitude,longitude,zone_id,location_type,parent_station,wheelchair_boarding,creationdate,creator,editdate,editor
16.6230129999105,49.3562169998377,1350,U12359Z1,"Blansko, Hořice",49.356217,16.623013,235,0,U12359N647,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6462230000783,49.3540330001278,1351,U12342Z16,"Blansko, aut. st.",49.354033,16.646223,235,0,U12342N379,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6459970001225,49.370599000024,1352,U12373Z1,"Blansko, Bezručova",49.370599,16.645997,235,0,U12373N648,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6471720001074,49.3840520000611,1353,U12358Z2,"Blansko, Horní Lhota",49.384052,16.647172,235,0,U12358N649,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6429719997601,49.395253000281,1354,U12441Z2,Ráječko,49.395253,16.642972,245,0,U12441N650,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6397720003937,49.4105679997558,1355,U12437Z3,"Rájec-Jestřebí, náměstí",49.410568,16.639772,245,0,U12437N651,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6428370000409,49.39524799971,1356,U12441Z1,Ráječko,49.395248,16.642837,245,0,U12441N650,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6471720001074,49.3840520000611,1357,U12358Z1,"Blansko, Horní Lhota",49.384052,16.647172,235,0,U12358N649,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6458849999696,49.3705849998204,1358,U12373Z2,"Blansko, Bezručova",49.370585,16.645885,235,0,U12373N648,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6443469997615,49.3616129999367,1359,U12376Z2,"Blansko, náměstí Republiky",49.361613,16.644347,235,0,U12376N652,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6392359999182,49.4110770002752,1360,U12437Z2,"Rájec-Jestřebí, náměstí",49.411077,16.639236,245,0,U12437N651,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6322579999789,49.4159230001147,1361,U12434Z2,"Rájec-Jestřebí, Komenského",49.415923,16.632258,245,0,U12434N653,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6330239997098,49.431632000079,1362,U12430Z2,"Doubravice, zahradnictví",49.431632,16.633024,255,0,U12430N654,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6294479997016,49.4356570000747,1363,U12509Z2,"Doubravice, nám.",49.435657,16.629448,255,0,U12509N655,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6265880000938,49.4393529997742,1364,U12510Z2,"Doubravice, ZD 0.3",49.439353,16.626588,255,0,U12510N656,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6252979995829,49.4653920001903,1365,U12513Z2,Lhota Rapotina,49.465392,16.625298,255,0,U12513N657,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6445929998088,49.4850870001595,1366,U12647Z2,"Boskovice, Mánesova",49.485087,16.644593,265,0,U12647N658,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6530570000776,49.4917349998769,1367,U12635Z23,"Boskovice, aut.st.",49.491735,16.653057,265,0,U12635N397,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6449169996739,49.49167,1368,U12650Z2,"Boskovice, nemocnice",49.49167,16.644917,265,0,U12650N659,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6621270002438,49.4899300000882,1369,U12633Z31,"Boskovice, 17. listopadu",49.48993,16.662127,265,0,U12633N660,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6620150000909,49.4899900002697,1370,U12633Z4,"Boskovice, 17. listopadu",49.48999,16.662015,265,0,U12633N660,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6607229999301,49.4909700002146,1371,U12655Z2,"Boskovice, Sokolská",49.49097,16.660723,265,0,U12655N661,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6530570000776,49.4917349998769,1372,U12635Z3,"Boskovice, aut.st.",49.491735,16.653057,265,0,U12635N397,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6441579996156,49.4848229999156,1373,U12647Z1,"Boskovice, Mánesova",49.484823,16.644158,265,0,U12647N658,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.62515199999,49.46529299971,1374,U12513Z1,Lhota Rapotina,49.465293,16.625152,255,0,U12513N657,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6262919998178,49.4397469997763,1375,U12510Z1,"Doubravice, ZD 0.3",49.439747,16.626292,255,0,U12510N656,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6294700003412,49.4343020000975,1376,U12509Z1,"Doubravice, nám.",49.434302,16.62947,255,0,U12509N655,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.632842000135,49.4316390002478,1377,U12430Z1,"Doubravice, zahradnictví",49.431639,16.632842,255,0,U12430N654,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6324220000104,49.4158449999053,1378,U12434Z1,"Rájec-Jestřebí, Komenského",49.415845,16.632422,245,0,U12434N653,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.639129999613,49.4110900000231,1379,U12437Z1,"Rájec-Jestřebí, náměstí",49.41109,16.63913,245,0,U12437N651,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
