id,date,city,city_district,price,type,area,ownership,building_type,penb,equipment,floor,balcony,terace,lift,garage,coordinates
630847,2020-10-14 18:30:08.009876 UTC,Praha,Jinonice,5200000,2+kk,50,1,1,B,3,2,true,false,true,true,""
630898,2020-10-14 20:00:12.387677 UTC,Blansko,"",3000000,2+1,59,2,1,G,0,2,true,false,false,false,""
630899,2020-10-14 20:00:08.846745 UTC,Chrudim,"",2750000,3+kk,54,1,1,B,0,2,false,false,false,false,""
629563,2020-10-14 23:30:08.356701 UTC,Praha,Strašnice,6900000,2+1,65,1,1,G,2,2,false,false,false,true,""
630783,2020-10-14 10:30:11.328743 UTC,Praha,Nové Město,8990000,4+kk,78,1,1,G,0,3,false,false,true,false,""
630797,2020-10-14 11:30:07.769146 UTC,Rakovník,"",2450000,3+1,60,1,1,"",0,4,false,false,false,false,""
630758,2020-10-14 10:30:07.905013 UTC,Aš,"",850000,1+1,41,1,2,A,0,3,false,false,false,false,""
616207,2020-10-14 08:00:08.010838 UTC,Litvínov,Janov u Litvínova,164000,4+1,73,2,2,F,3,5,false,false,true,false,""
630686,2020-10-14 00:00:11.999647 UTC,Zábřeh,Zábřeh na Moravě,2295000,3+1,68,2,2,G,0,6,false,false,true,false,""
437003,2020-10-14 00:00:08.631454 UTC,Praha,Kamýk,4150000,3+1,72,2,2,B,2,6,true,false,true,false,""
630767,2020-10-14 09:30:08.216418 UTC,Strakonice,"",1880000,2+kk,43,1,2,D,2,6,false,false,true,false,""
630781,2020-10-14 15:00:11.164287 UTC,Brno,Bohunice,3450000,2+kk,44,2,2,C,0,12,false,false,true,false,""
639796,2020-11-18 23:30:08.555536 UTC,Praha,Troja,5100000,2+kk,46,1,1,C,3,4,true,false,true,true,""
639793,2020-11-18 23:00:08.426295 UTC,Praha,Zličín,5400000,2+kk,70,1,1,A,2,0,true,true,true,true,""
627909,2020-09-25 09:00:07.799335 UTC,Praha,Žižkov,4900000,2+kk,44,1,1,C,0,2,false,false,false,false,""
