city,city_district,price,type,area,building_type,penb,equipment,floor,balcony,terace,lift,garage,demand,group,individual,family,men,women,students,working,pensioners,cellar,parking,pets,smoking,state
Brno,Královo Pole,12500,2+1,56,1,B,3,1,False,False,False,False,Rent,0,0,1,0,1,0,0,0,0,1,0,0,2
Brno,Židenice,13000,1+1,45,2,G,3,1,False,False,True,False,Rent,0,1,0,1,0,0,1,1,1,1,0,0,2
Brno,Bystrc,11000,1+1,40,2,,2,5,False,False,False,False,Rent,0,0,0,0,0,0,0,1,0,0,0,1,1
Brno,Stránice,7900,2+kk,42,1,,2,1,False,True,False,False,Rent,0,1,0,1,0,1,1,0,1,1,0,1,0
Brno,Chrlice,17000,3+kk,79,1,G,3,1,True,False,False,True,Rent,1,1,1,1,1,1,1,0,0,0,1,1,1
Brno,Černá Pole,17800,2+1,52,1,G,3,0,False,False,False,False,Rent,0,1,0,1,0,1,1,1,0,1,0,0,0
Brno,Líšeň,13000,2+kk,51,1,G,2,1,True,False,True,False,Rent,0,0,0,0,1,1,1,0,1,0,0,0,2
Brno,Veveří,13000,2+1,73,1,A,2,2,False,False,True,False,Rent,0,1,1,1,1,0,0,0,0,0,1,1,0
Brno,Město Brno,26000,5+kk,178,1,F,2,1,False,True,True,False,Rent,0,1,0,0,0,1,0,0,1,0,1,1,1
Brno,Bystrc,9000,1+1,34,2,G,2,1,False,False,False,False,Rent,0,1,1,1,1,0,0,0,1,0,0,0,1
Brno,Veveří,16500,3+kk,90,1,G,3,2,True,False,False,False,Rent,1,1,1,1,1,1,0,1,1,1,1,0,1
Brno,Slatina,9500,1+1,40,2,G,1,2,False,False,False,False,Rent,0,0,1,0,1,1,0,0,1,1,0,1,2
Brno,Staré Brno,10000,1+kk,40,1,B,3,6,False,False,False,False,Rent,0,1,0,0,1,1,1,1,1,0,0,1,0
Brno,Královo Pole,8300,1+kk,28,1,A,3,7,True,False,True,False,Rent,1,1,1,0,0,0,1,0,0,0,0,0,2
Brno,Zábrdovice,8900,1+kk,20,1,B,3,2,False,False,True,False,Rent,1,0,0,0,0,0,1,0,1,1,0,0,1
Brno,Maloměřice,9800,2+kk,45,1,D,1,1,False,False,False,False,Rent,1,0,1,1,1,1,0,1,0,1,1,1,0
Brno,Komín,12500,2+1,56,2,,2,4,True,False,False,False,Rent,1,1,0,0,0,0,0,1,1,1,0,0,2
Brno,Královo Pole,16500,3+kk,96,1,,3,5,False,True,True,False,Rent,1,0,1,0,1,0,0,1,0,0,0,0,0
Brno,Starý Lískovec,10500,2+kk,35,1,A,3,2,False,False,False,False,Rent,1,0,1,1,1,0,0,0,0,1,1,0,0
Brno,Lesná,12000,2+1,60,2,G,2,6,True,False,True,False,Rent,1,0,1,0,1,0,1,0,0,1,0,1,1
Brno,Dolní Heršpice,9800,1+1,35,1,,2,0,False,False,False,False,Rent,1,0,1,1,0,0,1,1,0,1,0,0,0
Brno,Bystrc,14000,3+1,75,2,E,2,5,True,False,True,False,Rent,0,1,1,1,0,1,0,0,1,1,0,0,0
Brno,Veveří,13000,2+1,87,1,A,1,3,False,False,True,False,Rent,1,0,0,0,1,1,1,1,0,1,0,1,0
Brno,Komárov,10500,Garsoniéra,20,1,C,3,2,True,False,False,False,Rent,0,1,0,1,0,0,0,1,1,0,1,0,2
Brno,Obřany,16500,3+1,72,1,A,0,1,False,False,False,False,Rent,0,1,1,0,0,0,1,1,0,1,1,1,0
Brno,Město Brno,21500,2+kk,61,1,G,0,5,True,False,True,False,Rent,0,0,1,0,0,0,0,1,0,0,0,1,1
Brno,Zábrdovice,10500,1+kk,40,1,A,3,3,True,False,True,False,Rent,1,1,1,0,0,0,0,0,0,0,0,0,0
Brno,Chrlice,13000,1+1,37,2,F,2,4,True,False,False,False,Rent,0,0,1,0,0,1,0,1,0,1,0,1,0
Brno,Bystrc,10000,1+1,38,2,,3,3,False,False,False,False,Rent,0,0,0,0,1,1,0,1,1,1,1,0,2
Brno,Jundrov,15460,3+1,84,2,A,3,0,False,False,True,False,Rent,0,1,1,1,0,1,1,0,0,1,1,1,2
Brno,Trnitá,11000,1+kk,22,0,B,0,5,False,True,True,False,Rent,1,0,0,1,0,1,0,1,1,0,1,1,2
Brno,Královo Pole,12000,1+1,60,1,C,0,1,False,False,False,False,Rent,0,0,0,1,0,0,0,0,0,0,1,0,0
Brno,Bohunice,12000,2+kk,50,2,G,3,6,True,False,True,False,Rent,1,1,1,0,1,0,0,1,0,1,0,0,0
Brno,Veveří,8500,1+kk,29,1,D,1,4,True,False,False,False,Rent,0,0,0,1,0,0,0,0,0,0,0,1,2
Brno,Staré Brno,9300,1+kk,34,1,,2,3,True,False,False,False,Rent,0,0,0,0,1,0,1,0,1,1,1,0,1
Brno,Židenice,10000,2+1,65,1,A,3,1,False,False,False,False,Rent,1,0,1,0,1,0,1,0,1,1,1,1,2
Brno,Černá Pole,9300,1+1,45,1,C,0,1,False,False,False,False,Rent,1,0,1,1,0,1,0,0,0,0,0,0,1
Brno,Město Brno,13500,2+kk,40,1,G,0,2,False,False,True,False,Rent,1,0,0,1,1,0,0,1,1,0,0,1,2
Brno,Žabovřesky,9000,Garsoniéra,28,2,G,2,5,False,False,True,False,Rent,0,1,1,0,1,0,1,0,0,0,0,1,1
Brno,Město Brno,10000,1+kk,54,1,D,0,2,False,False,True,False,Rent,1,1,0,0,1,1,0,1,1,0,0,0,2
Brno,Štýřice,11500,1+kk,33,1,B,3,3,True,False,False,False,Rent,1,0,0,0,1,1,1,1,0,1,1,1,0
Brno,Soběšice,13000,2+kk,77,1,A,0,2,False,True,False,True,Rent,1,1,0,1,0,0,1,0,1,1,1,1,1
Brno,Štýřice,9500,1+kk,27,1,G,2,1,False,False,False,False,Rent,1,0,0,1,1,0,0,0,1,1,0,1,2
Brno,Řečkovice,9900,1+1,44,2,C,3,1,False,False,False,False,Rent,1,0,0,1,0,0,1,0,1,1,1,0,0
Brno,Královo Pole,16500,3+kk,98,1,D,2,2,False,False,False,False,Rent,0,1,1,0,0,0,1,0,1,0,1,1,2
Brno,Veveří,11200,1+1,36,1,A,3,4,False,False,False,False,Rent,1,0,1,0,1,0,1,0,1,0,0,0,0
Brno,Zábrdovice,8000,1+kk,23,1,D,3,3,False,False,True,False,Rent,0,1,1,1,0,0,1,1,0,0,0,1,2
Brno,Žabovřesky,20000,2+kk,50,1,G,3,1,False,True,False,False,Rent,1,1,0,0,0,0,0,0,1,1,0,1,1
Brno,Žabovřesky,8900,1+kk,34,1,F,3,-1,False,True,False,False,Rent,1,0,0,1,1,0,0,1,0,0,0,0,0
Brno,Lesná,12000,2+1,60,2,,2,1,True,False,False,False,Rent,0,1,0,0,1,1,0,0,1,0,0,1,1
Brno,Komárov,19000,4+kk,75,1,B,3,0,False,True,False,False,Rent,0,1,1,1,0,1,0,1,0,0,1,1,0
Brno,Štýřice,13000,2+1,50,1,A,0,1,True,False,False,False,Rent,1,0,1,0,0,1,0,0,1,0,0,0,0
Brno,Město Brno,18000,2+kk,59,1,G,1,2,False,False,False,False,Rent,0,0,0,0,1,1,1,1,1,0,0,0,1
Brno,Staré Brno,10000,2+kk,38,1,G,1,6,False,False,False,False,Rent,0,0,1,1,0,1,0,1,0,1,0,0,1
Brno,Dolní Heršpice,15000,2+kk,49,3,,2,4,True,False,False,False,Rent,1,0,0,0,0,0,0,1,0,1,0,1,0
Brno,Královo Pole,12000,2+kk,45,1,,3,0,False,False,False,False,Rent,0,1,1,0,0,0,0,0,1,0,0,0,2
Brno,Staré Brno,11500,1+kk,29,1,B,3,2,False,False,True,False,Rent,0,1,0,1,1,0,0,0,1,0,1,1,0
Brno,Starý Lískovec,14000,3+1,75,2,G,0,1,True,False,True,False,Rent,0,1,0,0,0,0,1,1,1,0,1,0,1
Brno,Žabovřesky,12900,2+kk,46,1,G,2,2,False,False,True,False,Rent,0,0,0,0,1,0,0,1,0,0,1,0,1
Brno,Řečkovice,12500,2+kk,57,1,C,0,2,False,False,False,False,Rent,1,1,1,0,1,0,1,0,1,0,0,1,1
Brno,Dolní Heršpice,10500,2+kk,50,3,B,3,3,True,False,False,False,Rent,1,0,1,1,1,1,0,1,0,1,0,0,1
Brno,Jundrov,14500,2+kk,55,1,,2,1,False,True,False,False,Rent,1,1,0,1,0,1,1,1,1,1,1,0,0
Brno,Černá Pole,11000,1+kk,27,1,C,0,5,True,False,True,False,Rent,1,0,0,1,0,1,0,0,1,1,0,0,2
Brno,Zábrdovice,11500,1+kk,31,1,B,2,1,False,True,True,False,Rent,0,1,0,0,1,0,0,1,1,1,1,1,1
Brno,Královo Pole,15400,2+kk,55,1,A,3,2,True,False,True,True,Rent,0,1,1,0,0,1,1,0,0,1,1,1,2
Brno,Město Brno,16800,2+kk,55,1,G,0,5,False,False,True,False,Rent,1,1,1,1,1,1,0,1,1,0,1,1,1
Brno,Řečkovice,13500,2+1,70,2,,2,4,True,False,False,False,Rent,0,1,1,1,1,1,1,1,1,0,1,0,2
Brno,Město Brno,13400,1+1,54,1,G,2,4,True,False,False,False,Rent,1,0,1,1,1,0,1,0,0,1,0,1,1
Brno,Bohunice,13100,2+1,56,2,,3,1,True,False,False,False,Rent,1,1,0,1,0,0,0,1,1,1,1,1,0
Brno,Trnitá,11500,1+kk,35,1,G,0,1,True,False,True,False,Rent,0,0,1,0,1,0,0,1,1,1,1,0,0
Brno,Komárov,11000,Garsoniéra,16,1,C,3,1,False,False,False,False,Rent,0,1,0,1,1,1,1,0,1,0,0,0,1
Brno,Žebětín,17000,3+kk,66,1,A,0,4,True,False,True,False,Rent,0,0,1,1,1,1,0,1,1,0,0,1,2
Brno,Štýřice,13000,3+1,65,2,,2,12,False,False,False,False,Rent,1,0,1,0,0,1,1,1,1,1,1,0,2
