,MČ,Ulice,LAT,LNG,Typ
0,BRNO-BOHUNICE,Arménská 11,49.167187283981,16.583077814717,PLA
1,BRNO-BOHUNICE,Arménská 11,49.167187283981,16.583077814717,PAP
2,BOHUNICE,Arménská 13,49.167692556055,16.582736295872,SBA
3,BOHUNICE,Arménská 13,49.167692556055,16.582736295872,SBI
4,BRNO-BOHUNICE,Arménská ZŠ,49.167880964881,16.580625564242002,PLA
5,BRNO-BOHUNICE,Běloruská - podzemní kontejnery,49.169414098922,16.582022844807998,PAP
6,BRNO-BOHUNICE,Běloruská - podzemní kontejnery,49.169414098922,16.582022844807998,PLA
7,BRNO-BOHUNICE,Běloruská - podzemní kontejnery,49.169414098922,16.582022844807998,SBA
8,BRNO-BOHUNICE,Běloruská 6,49.169343888417,16.580715006854998,PAP
9,BRNO-BOHUNICE,Dlouhá 1/3 - ALBERT,49.170088671145,16.581841912955998,SBI
10,BRNO-BOHUNICE,Dlouhá 1/3 - ALBERT,49.170088671145,16.581841912955998,PLA
11,BRNO-BOHUNICE,Dlouhá 1/3 - ALBERT,49.170088671145,16.581841912955998,PAP
12,BRNO-BOHUNICE,Dlouhá 1/3 - ALBERT,49.170088671145,16.581841912955998,SBA
13,BRNO-BOHUNICE,Dlouhá x Hraničky,49.168542192681,16.575404363620002,PLA
14,BRNO-BOHUNICE,Dlouhá x Hraničky,49.168542192681,16.575404363620002,PLA
15,BRNO-BOHUNICE,Dlouhá x Hraničky,49.168542192681,16.575404363620002,PAP
16,BRNO-BOHUNICE,Gruzinská 9,49.167597283899,16.585000105301003,SBA
17,BRNO-BOHUNICE,Gruzinská 9,49.167597283899,16.585000105301003,SBI
18,BRNO-BOHUNICE,Gruzinská 9,49.167597283899,16.585000105301003,PAP
19,BRNO-BOHUNICE,Gruzinská 9,49.167597283899,16.585000105301003,PLA
20,BRNO-BOHUNICE,Gruzínská 1,49.167392423093,16.585738663603,PLA
21,BRNO-BOHUNICE,Gruzínská 1,49.167392423093,16.585738663603,PAP
22,BRNO-BOHUNICE,Gruzínská 7,49.167842101196,16.584591932822,SBI
23,BRNO-BOHUNICE,Gruzínská 7,49.167842101196,16.584591932822,SBA
24,BRNO-BOHUNICE,Kamenice - Kaufland,49.175067583661,16.581730165505,PLA
25,BRNO-BOHUNICE,Lány 34 - TŘIĎOUN,49.165626772776,16.58201762832,PAP
26,BRNO-BOHUNICE,Lány 34 - TŘIĎOUN,49.165626772776,16.58201762832,PLA
27,BRNO-BOHUNICE,Moldavská 7,49.168868783034,16.584540310462,PAP
28,BRNO-BOHUNICE,Moldavská 7,49.168868783034,16.584540310462,PLA
29,BRNO-BOHUNICE,Netroufalky 1 - ubytovna,49.179422734987,16.569976410347,SBA
30,BRNO-BOHUNICE,Netroufalky 1 - ubytovna,49.179422734987,16.569976410347,SBI
31,BRNO-BOHUNICE,Netroufalky 1 - ubytovna,49.179422734987,16.569976410347,PLA
32,BRNO-BOHUNICE,Netroufalky 1 - ubytovna,49.179422734987,16.569976410347,PAP
33,BOHUNICE,Neužilova  4,49.169155536093,16.577362674035,SBA
34,BOHUNICE,Neužilova  4,49.169155536093,16.577362674035,SBI
35,BRNO-BOHUNICE,Okrouhlá 10a,49.169931018716,16.570585184776,PLA
36,BRNO-BOHUNICE,Okrouhlá 10a,49.169931018716,16.570585184776,PAP
37,BRNO-BOHUNICE,Okrouhlá 17,49.172209143156,16.572458207569,PLA
38,BRNO-BOHUNICE,Okrouhlá 17,49.172209143156,16.572458207569,PAP
39,BOHUNICE,Okrouhlá 20,49.1700068224,16.572421086775,SBA
40,BOHUNICE,Okrouhlá 20,49.1700068224,16.572421086775,SBI
41,BRNO-BOHUNICE,Okrouhlá 5,49.171184238291,16.573978720755,PLA
42,BRNO-BOHUNICE,Okrouhlá 5,49.171184238291,16.573978720755,PAP
43,BRNO-BOHUNICE,Pod Nemocnicí 9,49.173024495419,16.576434607115,SBA
44,BRNO-BOHUNICE,Pod Nemocnicí 9,49.173024495419,16.576434607115,SBI
45,BRNO-BOHUNICE,Pod Nemocnicí 9,49.173024495419,16.576434607115,PLA
46,BRNO-BOHUNICE,Pod Nemocnicí 9,49.173024495419,16.576434607115,PAP
47,BOHUNICE,Pod nemocnicí 21,49.173229700095,16.574618911479998,SBA
48,BOHUNICE,Pod nemocnicí 21,49.173229700095,16.574618911479998,SBI
49,BOHUNICE,Pod nemocnicí 21,49.173229700095,16.574618911479998,PLA
50,BOHUNICE,Pod nemocnicí 21,49.173229700095,16.574618911479998,PAP
51,BOHUNICE,Pod nemocnicí 37,49.172005395397,16.570687232652,SBA
52,BOHUNICE,Pod nemocnicí 37,49.172005395397,16.570687232652,SBI
53,BOHUNICE,Pod nemocnicí 7,49.172569112503,16.577205729012,SBA
54,BOHUNICE,Pod nemocnicí 7,49.172569112503,16.577205729012,SBI
55,BOHUNICE,Pod nemocnicí 7,49.172569112503,16.577205729012,PLA
56,BOHUNICE,Pod nemocnicí 7,49.172569112503,16.577205729012,PAP
57,BOHUNICE,Rolnická 3-5,49.166577105108,16.578323706505,SBA
58,BOHUNICE,Rolnická 3-5,49.166577105108,16.578323706505,SBI
59,BRNO-BOHUNICE,Souhrady 8,49.166091385374,16.572140772363,SBA
60,BRNO-BOHUNICE,Souhrady 8,49.166091385374,16.572140772363,SBI
61,BRNO-BOHUNICE,Souhrady 8,49.166091385374,16.572140772363,PAP
62,BRNO-BOHUNICE,Souhrady 8,49.166091385374,16.572140772363,PLA
63,BRNO-BOHUNICE,Spodní 10,49.166332384852,16.576231378172,PLA
64,BRNO-BOHUNICE,Spodní 10,49.166332384852,16.576231378172,PAP
65,BRNO-BOHUNICE,Spodní 18,49.167292521722,16.576256935497998,PLA
66,BRNO-BOHUNICE,Spodní 18,49.167292521722,16.576256935497998,PAP
67,BRNO-BOHUNICE,Spodní 18,49.167292521722,16.576256935497998,SBA
68,BRNO-BOHUNICE,Spodní 18,49.167292521722,16.576256935497998,SBI
69,BRNO-BOHUNICE,Spodní 4,49.165934463992,16.576316998269,PLA
70,BRNO-BOHUNICE,Spodní 4,49.165934463992,16.576316998269,PAP
71,BRNO-BOHUNICE,Ukrajinská - v areálu SSO,49.171050055872,16.586884804483,SBA
72,BRNO-BOHUNICE,Ukrajinská - v areálu SSO,49.171050055872,16.586884804483,SBI
73,BRNO-BOHUNICE,Ukrajinská 1,49.166571160253,16.586221963603002,SBA
74,BRNO-BOHUNICE,Ukrajinská 1,49.166571160253,16.586221963603002,SBI
75,BRNO-BOHUNICE,Ukrajinská 1,49.166571160253,16.586221963603002,PAP
76,BRNO-BOHUNICE,Ukrajinská 1,49.166571160253,16.586221963603002,PLA
77,BRNO-BOHUNICE,Ukrajinská 1,49.166571160253,16.586221963603002,PLA
78,BRNO-BOHUNICE,Ukrajinská 1,49.166571160253,16.586221963603002,PLA
79,BOHUNICE,Ukrajinská 15,49.169384843179,16.585546410362,SBA
80,BOHUNICE,Ukrajinská 15,49.169384843179,16.585546410362,SBI
81,BRNO-BOHUNICE,Ukrajinská 19,49.169621993607,16.584488247871,SBI
82,BRNO-BOHUNICE,Ukrajinská 19,49.169621993607,16.584488247871,SBA
83,BRNO-BOHUNICE,Ukrajinská 19,49.169996019457,16.585313063907,SBA
84,BRNO-BOHUNICE,Ukrajinská 19,49.169996019457,16.585313063907,SBI
85,BRNO-BOHUNICE,Ukrajinská 19,49.169996019457,16.585313063907,PAP
86,BRNO-BOHUNICE,Ukrajinská 19,49.169996019457,16.585313063907,PLA
87,BRNO-BOHUNICE,Ukrajinská 21,49.170185101658,16.585271865341,PAP
88,BRNO-BOHUNICE,Ukrajinská 21,49.170185101658,16.585271865341,PLA
89,BRNO-BOHUNICE,Ukrajinská 33,49.17019564053,16.582580657967,PAP
90,BRNO-BOHUNICE,Uzbecká 14,49.17297290169,16.580583417741998,SBA
91,BRNO-BOHUNICE,Uzbecká 14,49.17297290169,16.580583417741998,SBI
92,BRNO-BOHUNICE,Uzbecká 14,49.17297290169,16.580583417741998,PLA
93,BRNO-BOHUNICE,Uzbecká 14,49.17297290169,16.580583417741998,PAP
94,BRNO-BOHUNICE,Uzbecká 28,49.172210307784,16.581999361566,SBA
95,BRNO-BOHUNICE,Uzbecká 28,49.172210307784,16.581999361566,SBI
96,BRNO-BOHUNICE,Uzbecká 28,49.172210307784,16.581999361566,PLA
97,BRNO-BOHUNICE,Uzbecká 28,49.172210307784,16.581999361566,PAP
98,BRNO-BOHUNICE,Uzbecká 6,49.171483628435,16.579956384637,SBA
99,BRNO-BOHUNICE,Uzbecká 6,49.171483628435,16.579956384637,SBI
100,BRNO-BOHUNICE,Uzbecká 7,49.172136483872,16.580150242021002,PLA
101,BRNO-BOHUNICE,Uzbecká 7,49.172136483872,16.580150242021002,PAP
102,BRNO-BOHUNICE,Vedlejší - ZŠ,49.171480794065,16.571197968996998,PAP
103,BRNO-BOHUNICE,Vedlejší - ZŠ,49.171480794065,16.571197968996998,PLA
104,BRNO-BOHUNICE,Vinohrady 84,49.179003398849,16.58123585691,PLA
105,BRNO-BOHUNICE,Vinohrady 84,49.179003398849,16.58123585691,PAP
106,BRNO-BOHUNICE,Vyhlídalova 2,49.165150364734,16.576487547359,SBA
107,BRNO-BOHUNICE,Vyhlídalova 2,49.165150364734,16.576487547359,SBI
108,BRNO-BOHUNICE,Vyhlídalova 2,49.165150364734,16.576487547359,PLA
109,BRNO-BOHUNICE,Vyhlídalova 2,49.165150364734,16.576487547359,PLA
110,BRNO-BOHUNICE,Vyhlídalova 2,49.165150364734,16.576487547359,PAP
111,BRNO-BOHUNICE,Čeňka Růžičky 16,49.166976647997,16.574729077875,SBA
112,BRNO-BOHUNICE,Čeňka Růžičky 16,49.166976647997,16.574729077875,SBI
113,BOHUNICE,Čeňka Růžičky x Lískovecká,49.166544007382,16.575346224722,SBA
114,BOHUNICE,Čeňka Růžičky x Lískovecká,49.166544007382,16.575346224722,SBI
115,BOHUNICE,Čeňka Růžičky x Lískovecká,49.166544007382,16.575346224722,PLA
116,BOHUNICE,Čeňka Růžičky x Lískovecká,49.166544007382,16.575346224722,PAP
117,BRNO-BOHUNICE,Švermova 19,49.167980513396,16.570254309983,SBA
118,BRNO-BOHUNICE,Švermova 19,49.167980513396,16.570254309983,SBI
119,BRNO-BOHUNICE,Švermova 19,49.167980513396,16.570254309983,PAP
120,BRNO-BOHUNICE,Švermova 19,49.167980513396,16.570254309983,PLA
121,BOHUNICE,Švermova 3,49.168131961487,16.572386711044,SBA
122,BOHUNICE,Švermova 3,49.168131961487,16.572386711044,SBI
123,BOHUNICE,Švermova 3,49.168131961487,16.572386711044,SBI
124,BRNO-BOHUNICE,Švermova 9,49.168787059026,16.572352079333,SBA
125,BRNO-BOHUNICE,Švermova 9,49.168787059026,16.572352079333,SBI
126,BRNO-BOHUNICE,Švermova 9,49.168787059026,16.572352079333,PAP
127,BRNO-BOHUNICE,Švermova 9,49.168787059026,16.572352079333,PAP
128,BRNO-BOHUNICE,Švermova 9,49.168787059026,16.572352079333,PLA
129,BOSONOHY,Bosonožské náměstí 35,49.175452404997,16.530493542366,SBI
130,BOSONOHY,Bosonožské náměstí 35,49.175452404997,16.530493542366,SBA
131,BOSONOHY,Bosonožské náměstí 35,49.175452404997,16.530493542366,PLA
132,BOSONOHY,Bosonožské náměstí 35,49.175452404997,16.530493542366,PAP
133,BOSONOHY,Bosonožské náměstí 35,49.175452404997,16.530493542366,PAP
134,BRNO-BOSONOHY,K Berce 11,49.177290956583,16.536472926825,PLA
135,BRNO-BOSONOHY,K Berce 11,49.177290956583,16.536472926825,SBA
136,BRNO-BOSONOHY,K Berce 11,49.177290956583,16.536472926825,SBI
137,BRNO-BOSONOHY,K Berce 11,49.177290956583,16.536472926825,PAP
138,BOSONOHY,Konopiska 33,49.171755194607,16.532182896749,PLA
139,BOSONOHY,Konopiska 33,49.171755194607,16.532182896749,SBA
140,BOSONOHY,Konopiska 33,49.171755194607,16.532182896749,SBI
141,BOSONOHY,Konopiska 33,49.171755194607,16.532182896749,PAP
142,BRNO-BOSONOHY,Křivánky 36,49.179764452663,16.540531886942002,SBA
143,BRNO-BOSONOHY,Křivánky 36,49.179764452663,16.540531886942002,SBI
144,BOSONOHY,Pražská  38b,49.174326689942,16.5343290853,SBI
145,BOSONOHY,Pražská  38b,49.174326689942,16.5343290853,SBA
146,BOSONOHY,Pražská  38b,49.174326689942,16.5343290853,PLA
147,BOSONOHY,Pražská  38b,49.174326689942,16.5343290853,PAP
148,BOSONOHY,Pražská  38b,49.174326689942,16.5343290853,PAP
149,BRNO-BOSONOHY,Pražská - v areálu SSO,49.174161877727,16.528298403257,SBA
150,BRNO-BOSONOHY,Pražská - v areálu SSO,49.174161877727,16.528298403257,SBI
151,BRNO-BOSONOHY,Pražská - v areálu SSO,49.174161877727,16.528298403257,PLA
152,BRNO-BOSONOHY,Pražská 94,49.173893875499,16.528942307488002,SBA
153,BRNO-BOSONOHY,Pražská 94,49.173893875499,16.528942307488002,SBI
154,BRNO-BOSONOHY,Pražská 94,49.173893875499,16.528942307488002,PLA
155,BRNO-BOSONOHY,Pražská 94,49.173893875499,16.528942307488002,PAP
156,BRNO-BOSONOHY,Pražská 94,49.173893875499,16.528942307488002,PAP
157,BRNO-BOSONOHY,Pražská 94,49.173893875499,16.528942307488002,PAP
158,BRNO-BOSONOHY,Práčata 9,49.178281765834,16.521652906349,SBA
159,BRNO-BOSONOHY,Práčata 9,49.178281765834,16.521652906349,SBI
160,BRNO-BOSONOHY,Práčata 9,49.178281765834,16.521652906349,PLA
161,BRNO-BOSONOHY,Práčata 9,49.178281765834,16.521652906349,PAP
162,BRNO-BOSONOHY,Přímá 43,49.178836586098,16.524708312043,PAP
163,BRNO-BOSONOHY,Přímá 43,49.178836586098,16.524708312043,SBA
164,BRNO-BOSONOHY,Přímá 43,49.178836586098,16.524708312043,SBI
165,BRNO-BOSONOHY,Přímá 43,49.178836586098,16.524708312043,PAP
166,BRNO-BOSONOHY,Přímá 43,49.178836586098,16.524708312043,PLA
167,BOSONOHY,Rušná 5,49.178040872854,16.527473434271,SBI
168,BOSONOHY,Rušná 5,49.178040872854,16.527473434271,SBA
169,BOSONOHY,Vzhledná 62,49.1762670658,16.52664631712,SBA
170,BOSONOHY,Vzhledná 62,49.1762670658,16.52664631712,SBI
171,BOSONOHY,Vzhledná 62,49.1762670658,16.52664631712,PLA
172,BOSONOHY,Vzhledná 62,49.1762670658,16.52664631712,PAP
173,BOSONOHY,Ševčenkova  6,49.171510298577,16.52911483319,SBA
174,BOSONOHY,Ševčenkova  6,49.171510298577,16.52911483319,SBI
175,BOSONOHY,Ševčenkova  6,49.171510298577,16.52911483319,PAP
176,BOSONOHY,Ševčenkova  6,49.171510298577,16.52911483319,PAP
177,BOSONOHY,Ševčenkova  6,49.171510298577,16.52911483319,PLA
178,BRNO-JIH,Bednářova 28,49.162467527372,16.612813699686,PAP
179,BRNO-JIH,Bohunická 33,49.163112713807,16.603167831479002,PLA
180,BRNO-JIH,Bohunická 33,49.163112713807,16.603167831479002,SBA
181,BRNO-JIH,Bohunická 33,49.163112713807,16.603167831479002,SBI
182,BRNO-JIH,Bohunická 33,49.163112713807,16.603167831479002,PAP
183,BRNO-JIH,Břeclavská - Za Hasičkou,49.144479543793,16.620734914727002,SBI
184,BRNO-JIH,Břeclavská - Za Hasičkou,49.144479543793,16.620734914727002,PLA
185,BRNO-JIH,Břeclavská - Za Hasičkou,49.144479543793,16.620734914727002,SBA
186,BRNO-JIH,Břeclavská - Za Hasičkou,49.144479543793,16.620734914727002,PAP
187,BRNO-JIH,Břeclavská - Za Hasičkou,49.144479543793,16.620734914727002,PAP
188,BRNO-JIH,Chleborádova x Havránkova,49.152138367057,16.621327058738,SBA
189,BRNO-JIH,Chleborádova x Havránkova,49.152138367057,16.621327058738,SBI
190,BRNO-JIH,Chleborádova x Havránkova,49.152138367057,16.621327058738,PLA
191,BRNO-JIH,Chleborádova x Havránkova,49.152138367057,16.621327058738,PLA
192,BRNO-JIH,Chleborádova x Havránkova,49.152138367057,16.621327058738,PAP
193,BRNO-JIH,Dornych 90,49.184524661429,16.621869243103003,PAP
194,BRNO-JIH,Dornych 90,49.184524661429,16.621869243103003,PLA
195,BRNO-JIH,Dornych 90,49.184524661429,16.621869243103003,SBA
196,BRNO-JIH,Dornych 90,49.184524661429,16.621869243103003,SBI
197,BRNO-JIH,Dornych 90,49.184524661429,16.621869243103003,PLA
198,BRNO-JIH,Dornych 90,49.184524661429,16.621869243103003,PAP
199,BRNO-JIH,Havránkova 100a,49.149366263996,16.621884752427,PLA
200,BRNO-JIH,Havránkova 100a,49.149366263996,16.621884752427,SBA
201,BRNO-JIH,Havránkova 100a,49.149366263996,16.621884752427,SBI
202,BRNO-JIH,Havránkova 100a,49.149366263996,16.621884752427,PAP
203,BRNO-JIH,Havránkova 100a,49.149366263996,16.621884752427,PAP
204,BRNO-JIH,Hněvkovského  - Hřiště,49.169564553343,16.62474244349,PLA
205,BRNO-JIH,Hodonínská 1,49.179590950009,16.622244709181,SBA
206,BRNO-JIH,Hodonínská 1,49.179590950009,16.622244709181,SBI
207,BRNO-JIH,Hodonínská 1,49.179590950009,16.622244709181,PLA
208,BRNO-JIH,Hodonínská 1,49.179590950009,16.622244709181,PAP
209,BRNO-JIH,Hodonínská 23,49.177509124027,16.622650660459,SBI
210,BRNO-JIH,Hodonínská 23,49.177509124027,16.622650660459,SBA
211,BRNO-JIH,Hodonínská 23,49.177509124027,16.622650660459,PLA
212,BRNO-JIH,Hodonínská 23,49.177509124027,16.622650660459,PAP
213,BRNO-JIH,Hodonínská 3,49.179223821394,16.622464442683,PLA
214,BRNO-JIH,Hodonínská 3,49.179223821394,16.622464442683,PAP
215,BRNO-JIH,Jeneweinova 47,49.176754923758,16.618267249903,SBA
216,BRNO-JIH,Jeneweinova 47,49.176754923758,16.618267249903,SBI
217,BRNO-JIH,Klášterského - parkoviště,49.176190494406,16.620997590736,PLA
218,BRNO-JIH,Klášterského - parkoviště,49.176190494406,16.620997590736,PLA
219,BRNO-JIH,Klášterského - parkoviště,49.176190494406,16.620997590736,PAP
220,BRNO-JIH,Klášterského - parkoviště,49.176190494406,16.620997590736,PAP
221,BRNO-JIH,Konopná -Komárovská 29,49.178996197091,16.619925841276,SBI
222,BRNO-JIH,Konopná -Komárovská 29,49.178996197091,16.619925841276,SBA
223,BRNO-JIH,Košuličova - v areálu SSO,49.168599464778,16.610842628046,PAP
224,BRNO-JIH,Košuličova - v areálu SSO,49.168599464778,16.610842628046,SBA
225,BRNO-JIH,Košuličova - v areálu SSO,49.168599464778,16.610842628046,SBI
226,BRNO-JIH,Košuličova - v areálu SSO,49.168599464778,16.610842628046,PLA
227,BRNO-JIH,Kratina x Sladkého,49.173867745252,16.629208174758002,SBA
228,BRNO-JIH,Kratina x Sladkého,49.173867745252,16.629208174758002,SBI
229,BRNO-JIH,Kšírova 150,49.168833189121,16.616395669792,PLA
230,BRNO-JIH,Kšírova 150,49.168833189121,16.616395669792,PAP
231,BRNO-JIH,Kšírova 150,49.168833189121,16.616395669792,PAP
232,BRNO-JIH,Kšírova x u viaduktu,49.174174330734,16.614818978244,PAP
233,BRNO-JIH,Kšírova x u viaduktu,49.174174330734,16.614818978244,PAP
234,BRNO-JIH,Kšírova x u viaduktu,49.174174330734,16.614818978244,SBA
235,BRNO-JIH,Kšírova x u viaduktu,49.174174330734,16.614818978244,SBI
236,BRNO-JIH,Kšírova x u viaduktu,49.174174330734,16.614818978244,PLA
237,BRNO-JIH,Lomená x Kratina,49.173737556269,16.627807960772,PLA
238,BRNO-JIH,Lomená x Kratina,49.173737556269,16.627807960772,PAP
239,BRNO-JIH,Lomená x Kratina,49.173737556269,16.627807960772,PAP
240,BRNO-JIH,Lomená x Pompova,49.174772526244,16.627760449535998,SBA
241,BRNO-JIH,Lomená x Pompova,49.174772526244,16.627760449535998,SBI
242,BRNO-JIH,Lužná 3,49.17513324914,16.622897895764,SBA
243,BRNO-JIH,Lužná 3,49.17513324914,16.622897895764,SBI
244,BRNO-JIH,Lužná 3,49.17513324914,16.622897895764,PAP
245,BRNO-JIH,Lužná 3,49.17513324914,16.622897895764,PLA
246,BRNO-JIH,Lužná 3,49.17513324914,16.622897895764,PAP
247,BRNO-JIH,Mariánské nám.,49.175928925887,16.621220720264002,SBA
248,BRNO-JIH,Mariánské nám.,49.175928925887,16.621220720264002,SBI
249,BRNO-JIH,Masná 18,49.189656137973,16.626008231294,SBA
250,BRNO-JIH,Masná 18,49.189656137973,16.626008231294,SBI
251,BRNO-JIH,Moravanská 84,49.145474615144,16.613802738767,SBA
252,BRNO-JIH,Moravanská 84,49.145474615144,16.613802738767,SBI
253,BRNO-JIH,Moravanské lány,49.151831147577,16.597482157437998,PAP
254,BRNO-JIH,Moravanské lány,49.151831147577,16.597482157437998,PLA
255,BRNO-JIH,Plotní 32,49.181895965515,16.619672913459002,PLA
256,BRNO-JIH,Plotní 32,49.181895965515,16.619672913459002,PAP
257,BRNO-JIH,Plotní 32,49.181895965515,16.619672913459002,SBA
258,BRNO-JIH,Plotní 32,49.181895965515,16.619672913459002,SBI
259,BRNO-JIH,Plotní 32,49.181895965515,16.619672913459002,PLA
260,BRNO-JIH,Plotní 32,49.181895965515,16.619672913459002,PAP
261,BRNO-JIH,Rozhraní  6,49.155397350713,16.591966714941,SBI
262,BRNO-JIH,Rozhraní  6,49.155397350713,16.591966714941,PAP
263,BRNO-JIH,Rozhraní  6,49.155397350713,16.591966714941,PLA
264,BRNO-JIH,Rozhraní  6,49.155397350713,16.591966714941,SBA
265,BRNO-JIH,Schwaigrova 2,49.179996325647,16.62415203592,SBA
266,BRNO-JIH,Schwaigrova 2,49.179996325647,16.62415203592,SBI
267,BRNO-JIH,Schwaigrova 2,49.179996325647,16.62415203592,PLA
268,BRNO-JIH,Schwaigrova 2,49.179996325647,16.62415203592,PAP
269,BRNO-JIH,Schwaigrova 23-27,49.178020644947,16.62359281217,PAP
270,BRNO-JIH,Schwaigrova 23-27,49.178020644947,16.62359281217,PLA
271,BRNO-JIH,Sokolova 4-TŘIĎOUN Sci škola,49.165912667258,16.616112208354,PAP
272,BRNO-JIH,Sokolova 4-TŘIĎOUN Sci škola,49.165912667258,16.616112208354,PLA
273,BRNO-JIH,Sokolova x Košuličova,49.165195984255,16.612444902098,PAP
274,BRNO-JIH,Sokolova x Košuličova,49.165195984255,16.612444902098,SBA
275,BRNO-JIH,Sokolova x Košuličova,49.165195984255,16.612444902098,PLA
276,BRNO-JIH,Sokolova x Košuličova,49.165195984255,16.612444902098,SBI
277,BRNO-JIH,Sokolova x Košuličova,49.165195984255,16.612444902098,PLA
278,BRNO-JIH,Sokolova x Košuličova,49.165195984255,16.612444902098,PAP
279,BRNO-JIH,Traťová x Bohunická,49.164116666718,16.593239148871,SBA
280,BRNO-JIH,Traťová x Bohunická,49.164116666718,16.593239148871,SBI
281,BRNO-JIH,Traťová x Bohunická,49.164116666718,16.593239148871,PAP
282,BRNO-JIH,Traťová x Bohunická,49.164116666718,16.593239148871,PLA
283,BRNO-JIH,Tuháčkova - u ZŠ,49.177415146418,16.624365754522,PAP
284,BRNO-JIH,Tuháčkova - u ZŠ,49.177415146418,16.624365754522,PLA
285,BRNO-JIH,U Vlečky 2,49.180008062996,16.618957435054,SBA
286,BRNO-JIH,U Vlečky 2,49.180008062996,16.618957435054,SBI
287,BRNO-JIH,U Vlečky 2,49.180008062996,16.618957435054,PLA
288,BRNO-JIH,U Vlečky 2,49.180008062996,16.618957435054,PAP
289,BRNO-JIH,U Vlečky 2,49.180008062996,16.618957435054,PAP
290,BRNO-JIH,U Vlečky 2,49.180008062996,16.618957435054,PLA
291,BRNO-JIH,Vomáčkova 20,49.155786435713,16.625333182185,PAP
292,BRNO-JIH,Vomáčkova 20,49.155786435713,16.625333182185,PAP
293,BRNO-JIH,Vomáčkova 20,49.155786435713,16.625333182185,PLA
294,BRNO-JIH,Vomáčkova 20,49.155786435713,16.625333182185,SBI
295,BRNO-JIH,Vomáčkova 20,49.155786435713,16.625333182185,SBA
296,BRNO-JIH,Vídeňská 100 - Tesco,49.157073193437,16.597707212504,SBA
297,BRNO-JIH,Vídeňská 100 - Tesco,49.157073193437,16.597707212504,SBI
298,BRNO-JIH,Vídeňská 100 - Tesco,49.157073193437,16.597707212504,PLA
299,BRNO-JIH,Za mostem 16,49.180243618251,16.623457576577,PLA
300,BRNO-JIH,Za školou 3,49.178536572803,16.626080963265,SBA
301,BRNO-JIH,Za školou 3,49.178536572803,16.626080963265,SBI
302,BRNO-JIH,Za školou 3,49.178536572803,16.626080963265,PLA
303,BRNO-JIH,Za školou 3,49.178536572803,16.626080963265,PLA
304,BRNO-JIH,Za školou 3,49.178536572803,16.626080963265,PAP
305,BRNO-JIH,Záhumenice 32,49.164710788234,16.615952063979996,SBA
306,BRNO-JIH,Záhumenice 32,49.164710788234,16.615952063979996,SBI
307,BRNO-JIH,Záhumenice 32,49.164710788234,16.615952063979996,PLA
308,BRNO-JIH,Záhumenice 32,49.164710788234,16.615952063979996,PLA
309,BRNO-JIH,Záhumenice 32,49.164710788234,16.615952063979996,PAP
310,BRNO-JIH,bratří Žůrků 2 - u SSO,49.175616640883,16.628881324098998,SBA
311,BRNO-JIH,bratří Žůrků 2 - u SSO,49.175616640883,16.628881324098998,SBI
312,BRNO-JIH,bratří Žůrků 2 - u SSO,49.175616640883,16.628881324098998,PLA
313,BRNO-JIH,bratří Žůrků 2 - u SSO,49.175616640883,16.628881324098998,PAP
314,BRNO-JIH,bratří Žůrků 2 - u SSO,49.175616640883,16.628881324098998,PAP
315,BRNO-SEVER,Alešova x Krkoškova,49.217476327187,16.625345628845,SBA
316,BRNO-SEVER,Alešova x Krkoškova,49.217476327187,16.625345628845,SBI
317,BRNO-SEVER,Alešova x Krkoškova,49.217476327187,16.625345628845,PAP
318,BRNO-SEVER,Arbesova 1,49.225608660385,16.630053686572,SBA
319,BRNO-SEVER,Arbesova 1,49.225608660385,16.630053686572,SBI
320,BRNO-SEVER,Arbesova 1,49.225608660385,16.630053686572,PLA
321,BRNO-SEVER,Arbesova 1,49.225608660385,16.630053686572,PAP
322,BRNO-SEVER,Barvy  6,49.228917671792,16.632260628348,SBA
323,BRNO-SEVER,Barvy  6,49.228917671792,16.632260628348,SBI
324,BRNO-SEVER,Barvy  6,49.228917671792,16.632260628348,PLA
325,BRNO-SEVER,Barvy  6,49.228917671792,16.632260628348,PAP
326,BRNO-SEVER,Barvy 13,49.230112466728,16.632657832442998,SBA
327,BRNO-SEVER,Barvy 13,49.230112466728,16.632657832442998,SBI
328,BRNO-SEVER,Barvy 13,49.230112466728,16.632657832442998,PLA
329,BRNO-SEVER,Barvy 13,49.230112466728,16.632657832442998,PAP
330,BRNO-SEVER,Bieblova  20,49.217562737653,16.618096378333,SBA
331,BRNO-SEVER,Bieblova  20,49.217562737653,16.618096378333,SBI
332,BRNO-SEVER,Bieblova  20,49.217562737653,16.618096378333,PLA
333,BRNO-SEVER,Bieblova  20,49.217562737653,16.618096378333,PAP
334,BRNO-SEVER,Bieblova  20,49.217562737653,16.618096378333,PLA
335,BRNO-SEVER,Bieblova 24,49.216669445297,16.618242047202,SBA
336,BRNO-SEVER,Bieblova 24,49.216669445297,16.618242047202,SBI
337,BRNO-SEVER,Bieblova 24,49.216669445297,16.618242047202,PLA
338,BRNO-SEVER,Bieblova 24,49.216669445297,16.618242047202,PAP
339,BRNO-SEVER,Bieblova 24,49.216669445297,16.618242047202,PLA
340,BRNO-SEVER,Bieblova 38,49.216086358477,16.616073083867,SBI
341,BRNO-SEVER,Bieblova 38,49.216086358477,16.616073083867,SBA
