,MČ,Ulice,LAT,LNG,Typ
2230,BRNO-BYSTRC,Heyrovského 32 ZŠ třiďoun,49.227495660867,16.527008855579,PAP
2231,BYSTRC,Heyrovského 6,49.228566906313,16.529037585165,SBA
2232,BYSTRC,Heyrovského 6,49.228566906313,16.529037585165,SBI
2233,BRNO-BYSTRC,Heyrovského 8,49.227852754682,16.529199987049,PLA
2234,BRNO-BYSTRC,Heyrovského 8,49.227852754682,16.529199987049,PAP
2235,BYSTRC,Heyrovského 9,49.227483088368,16.528555274788,SBA
2236,BYSTRC,Heyrovského 9,49.227483088368,16.528555274788,SBI
2237,BRNO-BYSTRC,Jakuba Obrovského 19,49.224210630282,16.532096871962,PAP
2238,BRNO-BYSTRC,Jakuba Obrovského 19,49.224210630282,16.532096871962,PLA
2239,BRNO-BYSTRC,Jakuba Obrovského 2,49.22502551865,16.532342835848,PLA
2240,BRNO-BYSTRC,Kachlíkova 10,49.221215065519,16.514139030769,PLA
2241,BRNO-BYSTRC,Kachlíkova 10,49.221215065519,16.514139030769,PAP
2242,BRNO-BYSTRC,Kachlíkova 10,49.221215065519,16.514139030769,SBA
2243,BRNO-BYSTRC,Kachlíkova 10,49.221215065519,16.514139030769,SBI
2244,BRNO-BYSTRC,Kachlíkova 13,49.221265794303,16.514772309296998,PLA
2245,BRNO-BYSTRC,Kachlíkova 13,49.221265794303,16.514772309296998,PAP
2246,BRNO-BYSTRC,Kachlíkova 2,49.222257807392,16.515857960313,PAP
2247,BRNO-BYSTRC,Kachlíkova 2,49.222257807392,16.515857960313,PAP
2248,BRNO-BYSTRC,Kachlíkova 5,49.221860240905,16.516110085576,SBA
2249,BRNO-BYSTRC,Kachlíkova 5,49.221860240905,16.516110085576,SBI
2250,BYSTRC,Kachlíkova 6,49.221331023286,16.515273124714998,SBA
2251,BYSTRC,Kachlíkova 6,49.221331023286,16.515273124714998,SBI
2252,BYSTRC,Kachlíkova 6,49.221331023286,16.515273124714998,PLA
2253,BYSTRC,Kachlíkova 6,49.221331023286,16.515273124714998,PAP
2254,BRNO-BYSTRC,Kachlíkova 7,49.222505001155,16.516855269455,SBA
2255,BRNO-BYSTRC,Kachlíkova 7,49.222505001155,16.516855269455,SBI
2256,BRNO-BYSTRC,Kamechy x Vlaštovčí,49.214955168556,16.497556739773,PAP
2257,BRNO-BYSTRC,Kamechy x Vlaštovčí,49.214955168556,16.497556739773,PLA
2258,BRNO-BYSTRC,Kavčí 10,49.21484218265,16.499577590198,PLA
2259,BRNO-BYSTRC,Kavčí 10,49.21484218265,16.499577590198,SBA
2260,BRNO-BYSTRC,Kavčí 10,49.21484218265,16.499577590198,SBI
2261,BRNO-BYSTRC,Kavčí 10,49.21484218265,16.499577590198,PAP
2262,BYSTRC,Kavčí 14,49.214644023176,16.498861927893,PLA
2263,BYSTRC,Kavčí 14,49.214644023176,16.498861927893,PAP
2264,BRNO-BYSTRC,Kubíčkova 19,49.220327627974,16.517861992986,SBA
2265,BRNO-BYSTRC,Kubíčkova 19,49.220327627974,16.517861992986,SBI
2266,BRNO-BYSTRC,Kubíčkova 19,49.220327627974,16.517861992986,PLA
2267,BRNO-BYSTRC,Kubíčkova 19,49.220327627974,16.517861992986,PAP
2268,BRNO-BYSTRC,Kubíčkova 3,49.219232758155,16.518879116828,SBA
2269,BRNO-BYSTRC,Kubíčkova 3,49.219232758155,16.518879116828,SBI
2270,BRNO-BYSTRC,Kubíčkova 9 - 11,49.219876644476,16.518443678216,SBA
2271,BRNO-BYSTRC,Kubíčkova 9 - 11,49.219876644476,16.518443678216,SBI
2272,BRNO-BYSTRC,Kubíčkova 9 - 11,49.219876644476,16.518443678216,PLA
2273,BRNO-BYSTRC,Kubíčkova x Páteřní,49.221481087738,16.518919056226,SBA
2274,BRNO-BYSTRC,Kubíčkova x Páteřní,49.221481087738,16.518919056226,SBI
2275,BRNO-BYSTRC,Kubíčkova x Páteřní,49.221481087738,16.518919056226,PAP
2276,BRNO-BYSTRC,Kubíčkova x Páteřní,49.221481087738,16.518919056226,PLA
2277,BRNO-BYSTRC,Kubíčkova x Páteřní,49.221481087738,16.518919056226,PLA
2278,BRNO-BYSTRC,Kubíčkova x Páteřní,49.221481087738,16.518919056226,PAP
2279,BYSTRC,Kuršova 12,49.219088488642,16.503549905611997,SBA
2280,BYSTRC,Kuršova 12,49.219088488642,16.503549905611997,SBI
2281,BYSTRC,Kuršova 20,49.218175979161,16.503440073487,SBA
2282,BYSTRC,Kuršova 20,49.218175979161,16.503440073487,SBI
2283,BYSTRC,Kuršova 20,49.218175979161,16.503440073487,PLA
2284,BYSTRC,Kuršova 20,49.218175979161,16.503440073487,PAP
2285,BYSTRC,Kuršova 32,49.217246056346,16.50384411383,SBA
2286,BYSTRC,Kuršova 32,49.217246056346,16.50384411383,SBI
2287,BRNO-BYSTRC,Kuršova 4,49.219713362903,16.505532802342,SBA
2288,BRNO-BYSTRC,Kuršova 4,49.219713362903,16.505532802342,SBI
2289,BRNO-BYSTRC,Kuršova 4,49.219713362903,16.505532802342,PAP
2290,BRNO-BYSTRC,Kuršova 6,49.219807707666,16.504916897687,PLA
2291,BRNO-BYSTRC,Kuršova 6,49.219807707666,16.504916897687,PAP
2292,BRNO-BYSTRC,Kuršova 8,49.219748576371,16.504554731825,SBA
2293,BRNO-BYSTRC,Kuršova 8,49.219748576371,16.504554731825,SBI
2294,BRNO-BYSTRC,Kuršova 8,49.219748576371,16.504554731825,PLA
2295,BRNO-BYSTRC,Kuršova 8,49.219748576371,16.504554731825,PAP
2296,BRNO-BYSTRC,Laštůvkova 17,49.219772881664,16.52447993686,PAP
2297,BRNO-BYSTRC,Laštůvkova 17,49.219772881664,16.52447993686,PLA
2298,BYSTRC,Laštůvkova 28,49.220973600543,16.522030838609,SBA
2299,BYSTRC,Laštůvkova 28,49.220973600543,16.522030838609,SBI
2300,BYSTRC,Laštůvkova 28,49.220973600543,16.522030838609,PAP
2301,BYSTRC,Laštůvkova 28,49.220973600543,16.522030838609,PLA
2302,BRNO-BYSTRC,Laštůvkova 31,49.218767590732,16.523987456624,PLA
2303,BRNO-BYSTRC,Laštůvkova 31,49.218767590732,16.523987456624,PAP
2304,BRNO-BYSTRC,Laštůvkova 39-41,49.220187851585,16.524292116752,SBA
2305,BRNO-BYSTRC,Laštůvkova 39-41,49.220187851585,16.524292116752,SBI
2306,BYSTRC,Laštůvkova 47-49,49.219473454935,16.524200651772002,SBA
2307,BYSTRC,Laštůvkova 47-49,49.219473454935,16.524200651772002,SBI
2308,BRNO-BYSTRC,Laštůvkova 57/59-TŘIĎOUN,49.220040509862,16.522956192685,PAP
2309,BRNO-BYSTRC,Laštůvkova 57/59-TŘIĎOUN,49.220040509862,16.522956192685,PLA
2310,BRNO-BYSTRC,Laštůvkova 65,49.219581846523,16.522428716702002,SBA
2311,BRNO-BYSTRC,Laštůvkova 65,49.219581846523,16.522428716702002,SBI
2312,BRNO-BYSTRC,Laštůvkova 65,49.219581846523,16.522428716702002,PLA
2313,BRNO-BYSTRC,Laštůvkova 65,49.219581846523,16.522428716702002,PAP
2314,BRNO-BYSTRC,Laštůvkova 8,49.221410240247,16.522759454396,SBI
2315,BRNO-BYSTRC,Laštůvkova 8,49.221410240247,16.522759454396,PAP
2316,BRNO-BYSTRC,Laštůvkova 8,49.221410240247,16.522759454396,PLA
2317,BRNO-BYSTRC,Laštůvkova 8,49.221410240247,16.522759454396,SBA
2318,BYSTRC,Lýskova 1,49.217213340595,16.505026315329,SBA
2319,BYSTRC,Lýskova 1,49.217213340595,16.505026315329,SBI
2320,BRNO-BYSTRC,Lýskova 11,49.218005054607,16.504783209661,PLA
2321,BYSTRC,Lýskova 15,49.218301074708,16.504427285077,SBA
2322,BYSTRC,Lýskova 15,49.218301074708,16.504427285077,SBI
2323,BRNO-BYSTRC,Lýskova 17,49.218478093181,16.504693779512,PAP
2324,BYSTRC,Lýskova 19,49.21862777671,16.504441721465,SBA
2325,BYSTRC,Lýskova 19,49.21862777671,16.504441721465,SBI
2326,BYSTRC,Lýskova 7,49.217701895489,16.504776021754,SBA
2327,BYSTRC,Lýskova 7,49.217701895489,16.504776021754,SBI
2328,BRNO-BYSTRC,Markůvky,49.222953497705,16.512478056848,PAP
2329,BRNO-BYSTRC,Markůvky,49.222953497705,16.512478056848,PLA
2330,BRNO-BYSTRC,Markůvky 2 - 10,49.222574586241,16.513563073912998,SBA
2331,BRNO-BYSTRC,Markůvky 2 - 10,49.222574586241,16.513563073912998,SBI
2332,BRNO-BYSTRC,Markůvky 2 - 10,49.222574586241,16.513563073912998,PLA
2333,BRNO-BYSTRC,Markůvky 2 - 10,49.222574586241,16.513563073912998,PAP
2334,BRNO-BYSTRC,Na přehradou,49.223450190539,16.513223771946002,PAP
2335,BRNO-BYSTRC,Na přehradou,49.223450190539,16.513223771946002,PLA
2336,BRNO-BYSTRC,Nad přehradou,49.223060001724,16.514622438697,PLA
2337,BRNO-BYSTRC,Nad přehradou,49.223060001724,16.514622438697,PAP
2338,BRNO-BYSTRC,Nám. 28. dubna 2,49.225480044781,16.530952258182,SBA
2339,BRNO-BYSTRC,Nám. 28. dubna 2,49.225480044781,16.530952258182,SBI
2340,BRNO-BYSTRC,Nám. 28. dubna 2,49.225480044781,16.530952258182,PLA
2341,BRNO-BYSTRC,Nám. 28. dubna 2,49.225480044781,16.530952258182,PAP
2342,BRNO-BYSTRC,Nám. 28. dubna 2,49.225480044781,16.530952258182,PAP
2343,BRNO-BYSTRC,Nám. 28. dubna 2,49.225480044781,16.530952258182,PAP
2344,BYSTRC,Ondrouškova 15,49.219524160848,16.516569100145,SBI
2345,BYSTRC,Ondrouškova 15,49.219524160848,16.516569100145,SBA
2346,BYSTRC,Ondrouškova 15,49.219524160848,16.516569100145,PLA
2347,BYSTRC,Ondrouškova 15,49.219524160848,16.516569100145,PAP
2348,BRNO-BYSTRC,Ondrouškova 16,49.219758644985,16.517357212830998,PAP
2349,BRNO-BYSTRC,Ondrouškova 16,49.219758644985,16.517357212830998,PLA
2350,BRNO-BYSTRC,Ondrouškova 18,49.21985487914,16.517192317766,SBA
2351,BRNO-BYSTRC,Ondrouškova 18,49.21985487914,16.517192317766,SBI
2352,BYSTRC,Ondrouškova 3,49.218597815538,16.51727611496,SBA
2353,BYSTRC,Ondrouškova 3,49.218597815538,16.51727611496,SBI
2354,BRNO-BYSTRC,Ondrouškova 4,49.218790470153,16.518134692392,SBA
2355,BRNO-BYSTRC,Ondrouškova 4,49.218790470153,16.518134692392,SBI
2356,BRNO-BYSTRC,Ondrouškova 4,49.218790470153,16.518134692392,PLA
2357,BRNO-BYSTRC,Ondrouškova 4,49.218790470153,16.518134692392,PAP
2358,BYSTRC,Opálkova 14,49.222141840187,16.531525530362998,PLA
2359,BYSTRC,Opálkova 14,49.222141840187,16.531525530362998,PAP
2360,BRNO-BYSTRC,Opálkova 16,49.221680259354,16.532574600365,SBA
2361,BRNO-BYSTRC,Opálkova 16,49.221680259354,16.532574600365,SBI
2362,BYSTRC,Opálkova 2-4,49.220499102141,16.529180774300002,SBA
2363,BYSTRC,Opálkova 2-4,49.220499102141,16.529180774300002,SBI
2364,BRNO-BYSTRC,Opálkova 3,49.220955318238,16.529947157844,SBA
2365,BRNO-BYSTRC,Opálkova 3,49.220955318238,16.529947157844,SBI
2366,BYSTRC,Páteřní - v areálu SSO,49.223729382924,16.519451386187,SBA
2367,BYSTRC,Páteřní - v areálu SSO,49.223729382924,16.519451386187,SBI
2368,BYSTRC,Páteřní - v areálu SSO,49.223729382924,16.519451386187,PLA
2369,BRNO-BYSTRC,Píškova,49.226204483195,16.524353854211,SBA
2370,BRNO-BYSTRC,Píškova,49.226204483195,16.524353854211,SBI
2371,BRNO-BYSTRC,Píškova 2-12,49.226172131649,16.524204489509,PLA
2372,BRNO-BYSTRC,Píškova 2-12,49.226172131649,16.524204489509,PAP
2373,BYSTRC,Rerychova 10-12,49.216693567243,16.505911734834,SBA
2374,BYSTRC,Rerychova 10-12,49.216693567243,16.505911734834,SBI
2375,BRNO-BYSTRC,Rerychova 14,49.216144901999,16.505394149017,SBA
2376,BRNO-BYSTRC,Rerychova 14,49.216144901999,16.505394149017,SBI
2377,BRNO-BYSTRC,Rerychova 14,49.216144901999,16.505394149017,PLA
2378,BRNO-BYSTRC,Rerychova 14,49.216144901999,16.505394149017,PAP
2379,BYSTRC,Rerychova 2-4,49.21749732574,16.506981755648,SBA
2380,BYSTRC,Rerychova 2-4,49.21749732574,16.506981755648,SBI
2381,BYSTRC,Rerychova 22,49.216084903526,16.505429540595,SBA
2382,BYSTRC,Rerychova 22,49.216084903526,16.505429540595,SBI
2383,BYSTRC,Rerychova 6-8,49.217092977732,16.50644816731,SBA
2384,BYSTRC,Rerychova 6-8,49.217092977732,16.50644816731,SBI
2385,BYSTRC,Teyschlova 10,49.219067276713,16.500984756781,SBA
2386,BYSTRC,Teyschlova 10,49.219067276713,16.500984756781,SBI
2387,BYSTRC,Teyschlova 10,49.219067276713,16.500984756781,PAP
2388,BYSTRC,Teyschlova 10,49.219067276713,16.500984756781,PLA
2389,BRNO-BYSTRC,Teyschlova 16,49.218719882657,16.501422632192,PAP
2390,BRNO-BYSTRC,Teyschlova 16,49.218719882657,16.501422632192,PLA
2391,BRNO-BYSTRC,Teyschlova 18,49.218299742304,16.501680398926002,PAP
2392,BRNO-BYSTRC,Teyschlova 18,49.218299742304,16.501680398926002,PLA
2393,BRNO-BYSTRC,Teyschlova 18,49.218299742304,16.501680398926002,SBA
2394,BRNO-BYSTRC,Teyschlova 18,49.218299742304,16.501680398926002,SBI
2395,BYSTRC,Teyschlova 22,49.217892564783,16.501885513006002,SBA
2396,BYSTRC,Teyschlova 22,49.217892564783,16.501885513006002,SBI
2397,BRNO-BYSTRC,Teyschlova 25 -27,49.216888220971,16.501960237452,PLA
2398,BRNO-BYSTRC,Teyschlova 25 -27,49.216888220971,16.501960237452,PAP
2399,BRNO-BYSTRC,Teyschlova 29-31,49.216268489547,16.501566723198,SBA
2400,BRNO-BYSTRC,Teyschlova 29-31,49.216268489547,16.501566723198,SBI
2401,BYSTRC,Teyschlova 32,49.217009379405,16.501758775370003,SBA
2402,BYSTRC,Teyschlova 32,49.217009379405,16.501758775370003,SBI
2403,BYSTRC,U zoologické zahrady - SSO,49.226968128731,16.534920810335,PLA
2404,BYSTRC,U zoologické zahrady - SSO,49.226968128731,16.534920810335,SBA
2405,BYSTRC,U zoologické zahrady - SSO,49.226968128731,16.534920810335,SBI
2406,BRNO-BYSTRC,U zoologické zahrady 22,49.228001742074,16.533802012004003,SBA
2407,BRNO-BYSTRC,U zoologické zahrady 22,49.228001742074,16.533802012004003,SBI
2408,BRNO-BYSTRC,U zoologické zahrady 22,49.228001742074,16.533802012004003,PAP
2409,BRNO-BYSTRC,U zoologické zahrady 22,49.228001742074,16.533802012004003,PAP
2410,BRNO-BYSTRC,U zoologické zahrady 22,49.228001742074,16.533802012004003,PLA
2411,BRNO-BYSTRC,Valouškova 1,49.227081772969,16.522565630486,SBA
2412,BRNO-BYSTRC,Valouškova 1,49.227081772969,16.522565630486,SBI
2413,BRNO-BYSTRC,Valouškova 1,49.227081772969,16.522565630486,PLA
2414,BRNO-BYSTRC,Valouškova 1,49.227081772969,16.522565630486,PLA
2415,BRNO-BYSTRC,Valouškova 1,49.227081772969,16.522565630486,PAP
2416,BYSTRC,Valouškova 11,49.226082182289,16.522628795665,SBA
2417,BYSTRC,Valouškova 11,49.226082182289,16.522628795665,SBI
2418,BYSTRC,Valouškova 2,49.227060537715,16.521636861447,SBA
2419,BYSTRC,Valouškova 2,49.227060537715,16.521636861447,SBI
2420,BRNO-BYSTRC,"Vejrostova - 4,5,6",49.220719918313,16.508692370103,SBA
2421,BRNO-BYSTRC,"Vejrostova - 4,5,6",49.220719918313,16.508692370103,SBI
2422,BRNO-BYSTRC,Vejrostova - u hřiště ZŠ,49.217414447392,16.514998565298,PLA
2423,BRNO-BYSTRC,Vejrostova 1,49.217799147077,16.515120537826,SBA
2424,BRNO-BYSTRC,Vejrostova 1,49.217799147077,16.515120537826,SBI
2425,BRNO-BYSTRC,Vejrostova 1,49.217799147077,16.515120537826,PAP
2426,BRNO-BYSTRC,Vejrostova 1,49.217799147077,16.515120537826,PLA
2427,BRNO-BYSTRC,Vondrákova  13 - ALBERT,49.221843978105,16.528269551942998,SBA
2428,BRNO-BYSTRC,Vondrákova  13 - ALBERT,49.221843978105,16.528269551942998,SBI
2429,BRNO-BYSTRC,Vondrákova  13 - ALBERT,49.221843978105,16.528269551942998,PLA
2430,BRNO-BYSTRC,Vondrákova  13 - ALBERT,49.221843978105,16.528269551942998,PAP
2431,BRNO-BYSTRC,Vondrákova 24,49.223486276807,16.527983081124,SBA
2432,BRNO-BYSTRC,Vondrákova 24,49.223486276807,16.527983081124,SBI
2433,BRNO-BYSTRC,Vondrákova 24,49.223486276807,16.527983081124,PAP
2434,BRNO-BYSTRC,Vondrákova 24,49.223486276807,16.527983081124,PLA
2435,BYSTRC,Vondrákova 25,49.221396683727,16.525288571031002,SBA
2436,BYSTRC,Vondrákova 25,49.221396683727,16.525288571031002,SBI
2437,BYSTRC,Vondrákova 40,49.222830397044,16.527121107153,SBA
2438,BYSTRC,Vondrákova 40,49.222830397044,16.527121107153,SBI
2439,BRNO-BYSTRC,Vondrákova 44,49.222112828878,16.526479360885,SBA
2440,BRNO-BYSTRC,Vondrákova 44,49.222112828878,16.526479360885,SBI
2441,BRNO-BYSTRC,Vondrákova 44,49.222112828878,16.526479360885,PAP
2442,BRNO-BYSTRC,Vondrákova 44,49.222112828878,16.526479360885,PLA
2443,BYSTRC,Vondrákova 60,49.222069609671,16.525590676141,SBA
2444,BYSTRC,Vondrákova 60,49.222069609671,16.525590676141,SBI
2445,BRNO-BYSTRC,Vondrákova 60,49.221471425452,16.526285923664,PLA
2446,BRNO-BYSTRC,Vondrákova 60,49.221471425452,16.526285923664,PAP
2447,BYSTRC,Vondrákova 8,49.224146227971,16.528697172107,SBA
2448,BYSTRC,Vondrákova 8,49.224146227971,16.528697172107,SBI
2449,BRNO-BYSTRC,Větrná 18,49.224845074628,16.523176195807,SBA
2450,BRNO-BYSTRC,Větrná 18,49.224845074628,16.523176195807,SBI
2451,BRNO-BYSTRC,Větrná 18,49.224845074628,16.523176195807,PAP
2452,BRNO-BYSTRC,Větrná 18,49.224845074628,16.523176195807,PLA
2453,BRNO-BYSTRC,Větrná 2,49.223553493953,16.522719145499,SBA
2454,BRNO-BYSTRC,Větrná 2,49.223553493953,16.522719145499,SBI
2455,BRNO-BYSTRC,Větrná 2,49.223553493953,16.522719145499,PAP
2456,BRNO-BYSTRC,Větrná 2,49.223553493953,16.522719145499,PLA
2457,BRNO-BYSTRC,Wollmanova 1,49.222164188375,16.524458982772998,SBA
2458,BRNO-BYSTRC,Wollmanova 1,49.222164188375,16.524458982772998,SBI
2459,BRNO-BYSTRC,Wollmanova 1,49.222164188375,16.524458982772998,PLA
2460,BRNO-BYSTRC,Wollmanova 1,49.222164188375,16.524458982772998,PAP
2461,BYSTRC,Černého 13-15,49.216132085624,16.524785456994,SBA
2462,BYSTRC,Černého 13-15,49.216132085624,16.524785456994,SBI
2463,BYSTRC,Černého 22,49.215128329753,16.523905520257,SBA
2464,BYSTRC,Černého 22,49.215128329753,16.523905520257,SBI
2465,BYSTRC,Černého 25-27,49.214978384026,16.524591182454,SBA
2466,BYSTRC,Černého 25-27,49.214978384026,16.524591182454,SBI
2467,BRNO-BYSTRC,Černého 3,49.218170836814,16.525196387883,SBA
2468,BRNO-BYSTRC,Černého 3,49.218170836814,16.525196387883,SBI
2469,BRNO-BYSTRC,Černého 3,49.218170836814,16.525196387883,PLA
2470,BRNO-BYSTRC,Černého 3,49.218170836814,16.525196387883,PAP
2471,BRNO-BYSTRC,Černého 32,49.21378846559,16.524064652885002,SBI
2472,BRNO-BYSTRC,Černého 32,49.21378846559,16.524064652885002,SBA
2473,BRNO-BYSTRC,Černého 32,49.21378846559,16.524064652885002,PLA
2474,BRNO-BYSTRC,Černého 32,49.21378846559,16.524064652885002,PAP
2475,BRNO-BYSTRC,Černého 32,49.21378846559,16.524064652885002,PAP
2476,BRNO-BYSTRC,Černého 39,49.213681904955,16.52451910759,SBA
2477,BRNO-BYSTRC,Černého 39,49.213681904955,16.52451910759,SBI
2478,BRNO-BYSTRC,Černého 39,49.213681904955,16.52451910759,PLA
2479,BYSTRC,Černého 40,49.214431168089,16.523368626166,SBA
2480,BYSTRC,Černého 40,49.214431168089,16.523368626166,SBI
2481,BYSTRC,Černého 44 - 46,49.214871137052,16.523029652328,PLA
2482,BYSTRC,Černého 44 - 46,49.214871137052,16.523029652328,PAP
2483,BYSTRC,Černého 45,49.213555450866,16.523668548693,SBA
2484,BYSTRC,Černého 45,49.213555450866,16.523668548693,SBI
2485,BRNO-BYSTRC,Černého 52,49.215610280105,16.522971689523,PLA
2486,BRNO-BYSTRC,Černého 52,49.215610280105,16.522971689523,SBA
2487,BRNO-BYSTRC,Černého 52,49.215610280105,16.522971689523,SBI
2488,BRNO-BYSTRC,Černého 52,49.215610280105,16.522971689523,PAP
2489,BYSTRC,Černého za č. 8,49.216391629603,16.524493617853,SBA
2490,BYSTRC,Černého za č. 8,49.216391629603,16.524493617853,SBA
2491,BYSTRC,Černého za č. 8,49.216391629603,16.524493617853,SBI
2492,BYSTRC,Černého za č. 8,49.216391629603,16.524493617853,SBI
2493,BRNO-BYSTRC,Říčanská 1,49.216396835765,16.501454733532,PAP
2494,BRNO-BYSTRC,Říčanská 1,49.216396835765,16.501454733532,PAP
2495,BRNO-BYSTRC,Říčanská 1,49.216396835765,16.501454733532,PLA
2496,BRNO-BYSTRC,Říčanská 1,49.216396835765,16.501454733532,PLA
2497,BYSTRC,Říčanská x Křepelčí,49.217563264268,16.498245840279,PLA
2498,BYSTRC,Říčanská x Křepelčí,49.217563264268,16.498245840279,PAP
2499,BYSTRC,Říčanská x Vlaštovčí,49.217063437773,16.499466548402,SBA
2500,BYSTRC,Říčanská x Vlaštovčí,49.217063437773,16.499466548402,SBI
2501,BYSTRC,Říčanská x Vlaštovčí,49.217063437773,16.499466548402,PAP
2502,BYSTRC,Říčanská x Vlaštovčí,49.217063437773,16.499466548402,PAP
2503,BYSTRC,Říčanská x Vlaštovčí,49.217063437773,16.499466548402,PLA
2504,BYSTRC,Říčanská x Vlaštovčí,49.217063437773,16.499466548402,PLA
2505,BRNO-BYSTRC,Štouračova 1,49.216347050058,16.518342215562,SBA
2506,BRNO-BYSTRC,Štouračova 1,49.216347050058,16.518342215562,SBI
2507,BRNO-BYSTRC,Štouračova 1,49.216347050058,16.518342215562,PAP
2508,BRNO-BYSTRC,Štouračova 1,49.216347050058,16.518342215562,PAP
2509,BRNO-BYSTRC,Štouračova 1,49.216347050058,16.518342215562,PLA
2510,BYSTRC,Štouračova 12,49.215709218435,16.518813692465,SBA
2511,BYSTRC,Štouračova 12,49.215709218435,16.518813692465,SBI
2512,BYSTRC,Štouračova 15,49.215765496006,16.516506005878,SBA
2513,BYSTRC,Štouračova 15,49.215765496006,16.516506005878,SBI
2514,BRNO-BYSTRC,Štouračova 2,49.215731628204,16.517675063934,SBA
2515,BRNO-BYSTRC,Štouračova 2,49.215731628204,16.517675063934,SBI
2516,BRNO-BYSTRC,Štouračova 2,49.215731628204,16.517675063934,PAP
2517,BRNO-BYSTRC,Štouračova 2,49.215731628204,16.517675063934,PLA
2518,BRNO-BYSTRC,Štouračova 2,49.215731628204,16.517675063934,PLA
2519,BRNO-BYSTRC,Štouračova 2,49.215731628204,16.517675063934,PLA
2520,BRNO-ČERNOVICE,Blatouchová 2,49.18533752795,16.632717957757002,SBI
2521,BRNO-ČERNOVICE,Blatouchová 2,49.18533752795,16.632717957757002,SBA
2522,BRNO-ČERNOVICE,Blatouchová 2,49.18533752795,16.632717957757002,PLA
2523,BRNO-ČERNOVICE,Blatouchová 2,49.18533752795,16.632717957757002,PLA
2524,BRNO-ČERNOVICE,Blatouchová 2,49.18533752795,16.632717957757002,PAP
2525,BRNO-ČERNOVICE,Blatouchová 2,49.18533752795,16.632717957757002,PAP
2526,BRNO-ČERNOVICE,Bolzanova 1- radnice,49.186545749446,16.636877063316,PAP
2527,BRNO-ČERNOVICE,Bolzanova 1- radnice,49.186545749446,16.636877063316,PLA
2528,ČERNOVICE,Charbulova - škola,49.18270101107,16.637370605692002,SBA
2529,ČERNOVICE,Charbulova - škola,49.18270101107,16.637370605692002,SBI
2530,ČERNOVICE,Huskova 2 - blázinec,49.184782324674,16.637615261861,SBA
2531,ČERNOVICE,Huskova 2 - blázinec,49.184782324674,16.637615261861,SBA
2532,ČERNOVICE,Huskova 2 - blázinec,49.184782324674,16.637615261861,SBI
2533,ČERNOVICE,Huskova 2 - blázinec,49.184782324674,16.637615261861,SBI
2534,ČERNOVICE,Huskova 27,49.185239022405,16.639525638865,SBA
2535,ČERNOVICE,Huskova 27,49.185239022405,16.639525638865,SBI
2536,ČERNOVICE,Húskova - SSO,49.183668218765,16.641815269618,SBA
2537,ČERNOVICE,Húskova - SSO,49.183668218765,16.641815269618,SBI
2538,ČERNOVICE,Húskova - SSO,49.183668218765,16.641815269618,PLA
2539,BRNO-ČERNOVICE,Húskova 19,49.184931726457,16.63830886701,PAP
2540,BRNO-ČERNOVICE,Jiránkova x Štolcova,49.188153029603,16.636345782921,SBA
2541,BRNO-ČERNOVICE,Jiránkova x Štolcova,49.188153029603,16.636345782921,SBI
2542,BRNO-ČERNOVICE,Jiránkova x Štolcova,49.188153029603,16.636345782921,PAP
2543,BRNO-ČERNOVICE,Jiránkova x Štolcova,49.188153029603,16.636345782921,PLA
2544,ČERNOVICE,Klíčova 7,49.190223762788,16.630477182393,PLA
2545,ČERNOVICE,Klíčova 7,49.190223762788,16.630477182393,PAP
2546,ČERNOVICE,Klíčova x Zvěřinova,49.189924926002,16.629203817417,PLA
2547,ČERNOVICE,Klíčova x Zvěřinova,49.189924926002,16.629203817417,PAP
2548,ČERNOVICE,Klíčova x Zvěřinova,49.189924926002,16.629203817417,SBA
2549,ČERNOVICE,Klíčova x Zvěřinova,49.189924926002,16.629203817417,SBI
2550,ČERNOVICE,Krausova 1,49.187153875065,16.642826678098,SBA
2551,ČERNOVICE,Krausova 1,49.187153875065,16.642826678098,SBI
2552,ČERNOVICE,Krausova 1,49.187153875065,16.642826678098,PLA
2553,ČERNOVICE,Krausova 1,49.187153875065,16.642826678098,PAP
2554,ČERNOVICE,Krausova 1,49.187153875065,16.642826678098,PAP
2555,BRNO-ČERNOVICE,Mírová  - v areálu SSO,49.176853104251,16.633762489217,SBA
2556,BRNO-ČERNOVICE,Mírová  - v areálu SSO,49.176853104251,16.633762489217,SBI
2557,BRNO-ČERNOVICE,Mírová  - v areálu SSO,49.176853104251,16.633762489217,PLA
2558,BRNO-ČERNOVICE,Pahrbek 19,49.177591252369,16.644637166541,PAP
2559,BRNO-ČERNOVICE,Pahrbek 19,49.177591252369,16.644637166541,PLA
2560,ČERNOVICE,Spáčilova 15,49.187665868474,16.640926439718,SBA
2561,ČERNOVICE,Spáčilova 15,49.187665868474,16.640926439718,SBI
2562,ČERNOVICE,Spáčilova 15,49.187665868474,16.640926439718,PAP
2563,ČERNOVICE,Spáčilova 15,49.187665868474,16.640926439718,PLA
2564,ČERNOVICE,Spáčilova 15,49.187665868474,16.640926439718,PLA
2565,ČERNOVICE,Spáčilova 15,49.187665868474,16.640926439718,PAP
2566,BRNO-ČERNOVICE,Turgeněvova 18,49.189417971565,16.644554209069,SBA
2567,BRNO-ČERNOVICE,Turgeněvova 18,49.189417971565,16.644554209069,SBI
